username,full_text
kangrozin,pertanyaan penting soal danantara yang harus kita pikir jawabannya juga apakah keberhasilankegagalan danantara itu akan dinilai berdasar metrik finansial saja atau ada metrik nonfinansial yang bisa kita terima
iMedKrisna,lebih jauh kalo investor ina harus diyakinkan bahwa ina terpisah dari danantara apakah perlu juga meyakinkan org2 yg asetnya ada di bank2 himbara mungkin kalo nasabah himbara mah percaya ya gak parnoan kayak investor ina
Jediimar,sengaja rilis issue kecil danantara usaha mengalihkan issue pertaminaoplosan
AGENDA21_EXPOSE,gebdabrusss udah tau gitu masih pake eks napi koruptor jadi dewan pakar danantara
Mulyadisae03,danantara ibarat ikan di laut di kumpulkan di kolam tinggal seerok
Hansipmonkey,ada juga nama nya di danantara
h_anasta,nambah lagi peserta liga bagaimana kabar pengawas danantara
Reza_M67M,clue bahwa investasi danantara akan banyak kesana
RaintRico,klo seandainya danantara dikorupsi elu siap digantung di monas soalnya elu getol banget promote danantara
UwohMe,potensi d korupsi nya sangat besar mka nya bpk dan kpk d beri ruang sempit unti audit danantara
ruliemaulana,bagus indonesia ngga tergantung asing yang menakutkan itu kalau artinya duit danantara dipake bisnis dme erick padahal bisa dipake buat infrastruktur gas alam yang jauh lebih efisien
Danantara87,klambine apik
tiramisb,danantara akan difokuskan pada investasi strategis seperti pembangunan smelter dan hilirisasi industri yang berpotensi menciptakan ribuan hingga jutaan lapangan kerja baru dalam jangka menengah dan panjang sumber kementerian koordinator perekonomian 2025
tiramisb,dalam empat bulan masa kepemimpinannya telah muncul kebijakan seperti makan bergizi gratis mbg dan pembentukan dana nusantara danantara yang bertujuan untuk mendorong sektor ekonomi rakyat
dgreatgatsbyco,urusin danantara aja pak cuan cuan cuan
akhdan_ziyaad,itu ada di situ lagi apa mau ikut kelola danantara bisnis dia hancur semua
BarronIndra,danantara dapat mendorong investasi di berbagai sektor
BarronIndra,danantara berperan penting dalam mempercepat dan mengakselerasi realisasi investasi melalui berbagai mekanisme yang inovatif guna mendukung pembangunan ekonomi yang inklusif dan berdaya saing
BarronIndra,danantara menghadirkan teknologi modern energi bersih dan pembangunan berkelanjutan bersama kita wujudkan indonesia yang lebih maju dan mandiri
BarronIndra,danantara merupakan upaya pemerintah indonesia dalam memperbaiki ekonomi indonesia yang lebih baik dan terarah
BarronIndra,danantara dapat mendorong investasi di berbagai sektor
NiehandsW,waktu kampanye ada ga sih ttg danantara ini
NenengAnj4r,occrp kita tutup dengan kasus pagar laut pagar laut kita tutup dengan heboh kelangkaan gas 3 kilo danantara kita tutup dengan oplosan pertamax lalu kita semua sibuk cari kambing berwarna hitam
kabarterb4ru,danantara miliki peluang besar untuk sukses
Dinwirawan,retweet ketika ditanya gimana danantara aasssh tae gawe kebon ae rusak gawe ibu kota mangkrak opo mane ngelola duit
FirmanSentosa22,ribuan trilyun amblas kok ora sedih yo malah banggain danantara
DzakwanFirst,yg aneh ada yg minta sritex dibeli oleh danantara seakan menjelaskan secara gamblang bahwa super holdings ini political entity not pure business
sshinrui,soal lbiku bahas danantara kak
NsttRoby,kalau di uji ke mk harusnya direksi dan komisaris danantara harus ganti
DataRiau,universitas paramadina dan lp3es gelar diskusi tata kelola danantara
Gembyak4,pak sd tiyip danantara dipelototi
plbkinvestasi,termasuk peristiwa korupsi di pertamina patra niaga yang menghebohkan dimana pertamina adalah bagian dari danantara kali ini saya merangkum semua pembahasan soal danantara tentang apa itu danantara dan bagaimana pendapat saya soal lembaga yang satu ini
plbkinvestasi,beberapa waktu terakhir nama lembaga pengelola investasi daya anagata nusantara atau selanjutnya saya sebut danantara bolak balik jadi pembahasan dimana mana pembahasan pro dan kontra mewarnai kehadiran danantara di akhir februari 2025 lalu
JWawondatu,usai prabowo luncurkan danantara apa kabar ina besutan jokowi ada2 saja cari jalan untuk korupsi
iMedKrisna,excellent read argumennya simpel banget dan langsung on point in particular soal return harapkan return tinggi agak heroic apalagi modalnya pake kantong apbn more if its good for danantara ga berarti good for indo as a whole krn ada klausul boleh monopoli etc
rezasyam,bacaan penting potensi return swf ga besarbesar amat ternyata malah sedikit lebih rendah drpd bunga sbn jadi kalo pemerintah ngutang buat mendanai danantara seperti yg kita lakukan sementara ini ya justru rugi meanwhile ada policy lain yg econ returnnya lebih tinggi
Bud_Cavalera,proyek ini tidak termasuk dlm janji kampanye prabowogibran proyek tiba2 polanya kok mirip ikn ya yg juga bukan merupakan janji kampanye jokowi dan tommy blair mantan pm inggris yg pernah jadi konsultan ikn juga dipercaya kembali menjadi pengawas danantara
CemaraCemara4,sritex saja yg sdh malang melintang mengelola industri tekstil selama puluhan tahun bisa bangkrut gimana dg danantara yg baru seumur jagung mengelola tekstil apa tdk bahaya
santo52194,ini effect dri majikan nya jadi penasehat danantara n menko jilat trs smpe licin
Zhe_LeeCrystal,prabowo koreksi saya bila ada tanda tidak saya tidak setia kepada rakyat korupsi pertamina diam anda tau sutradara nya pagar laut esok nya photo mesra dengan aguan rakyat mana yang setuju dengan danantara terlalu memaksa kan kehendak itu tidak setia
auditiardy,kayaknya udah mulai banyak postingan edukasi buat njelasin konsep danantara bos masalahnya bukan di konsep dari dulu konsep di indonesia itu bagus bagus pancasila demokrasi kpk pemilihan langsung proker pemerintah ikn masalah utama itu di pelaksanaan
RFahrinaldo,diambil danantara
Hansayuk,omon omon aj tuh korupsi nya beresin dulu yg ada malah habis ntar uang danantara ehh apa ini emang settingan nya yaaa
Lamno422632,merampok danantara
prokalbar,bisa ga sih dana danantara yg rp 14715 t itu disisihkan sedikit untuk adik ini
pemudinusantari,udh kah anda menarik uang anda dari bank himbara danantara karena pasti himbara bakal dikorupsi sama junta kardoss amangkurat mulyono wercok dll
wisnudjati,dia cuma mau buktiinkalau jabatan mentri gak sibuk amatmasak erictohir dpt jabatan menteribumn ketuapssi amp pengawas danantara masak gw kagak gt kali pikirnya nggak respek sih sama mentri model ginimau yg profesional gak tau indonesia mau dibawa kemana menteri model gt
rizkisiregar,danantara dengan demikian bukan hanya rawan terhadap kesalahan tata kelola tetapi juga keliru sebagai sebuah konsep kebijakan alvin u lumbanrajas finance phd candidate kellogg school of management nortwestern univ on danantara
galihx,8 menit belajar danantara worth to watch
1Bendera1Bangsa,semoga dengan danantara rakyat bisa mendapatkan banyak manfaat
1Bendera1Bangsa,semoga dengan danantara rakyat bisa mendapatkan banyak manfaat
RUBAHLI4R,couldnt be more agree infrastruktur dibangun warga sipil kesejahteraan dan kualitas hidup masyarakat juga yang bantu naikin warga sipil pemerintah main judi aja lewat danantara
CoalDeSac,hilirisasi batu bara dapat jatah terbesar dari danantara proyek gasifikasi menjadi dme akan mendapatkan rp180 8 triliun dari total rp659 2 triliun dana hilirisasi tahap pertama yang dikelola bpi danantara
efrosinyacccc,mayapada x ted sioeng usut sampai tuntas kedzoliman dato sri terhadap ted sioeng
efrosinyacccc,usut tuntas kasus yang terlihat sangat direkayasa
itsmenanachann,mayapada x ted sioeng usut sampai tuntas kedzoliman dato sri terhadap ted sioeng
itsmenanachann,usut tuntas kasus yang terlihat sangat direkayasa
TOM5helby,ini bukti di antara mereka sendiri pun gak paham konsep danantara
jarudin59,silahkan teriak2 dgn danantara yg jelas utk masa depan indonesia yg lebih cerah
cuisirne,anjir rasanya kepala gue dibelah dikeluarin otaknya dicuci sampe bersih trus dimasukin lagi ke dalem tempurung jadi pemahaman gw tentang danantara kemaren itu cuma surface level doang dan walaupun masih surface level tp berantakannya udah kerasa
RezaUnscripted,market asia bersemi luculucu tipis jangan seneng dulu selama trump ngebacot market global akan dikocokkocok tapi anal abah dan gancet udah punya kambing hitam danantara maklum rdn belum tentu punya wkwwk
RezaUnscripted,market rabu 53 setelah mendag as spill akan negosiasi as dgn kanadameksiko market asia mulai ijo ihsg ditutup menguat 237 saham danantara bbri 4 63 bmri 0 41 bbni 5 69 danantara effect mulai menguat wkwkw kejangkejang lu yg dengerin so fery wkwk
Dedy44169434,ini yg bilang aset danantara 14000triliun bodoh amat sih gimana cara ngitungnya sebagai superholding catatan aset punya danantara itu bukan pny danantara tapi pny anak2 perusahaannya bodoh
sastro_pecel,bagaimana dengan pernyataan profesor fery latuhihin chief economist dari sebagai salah seorang ahli pasar modal apakah ada relevansinya dengan fakta2 danantara saat ini secara subyektif indonesia belum punya kemapanan mengelola danantara sebagai super holding
hansssolo,sepertinya negara cq pemerintah tidak melihat ini sibuk mbg dan danantara
allysawillow,masuk danantara jadi ragu cabut saja
EvertNunuhitu,pengamat prediksi kasus mega korupsi pertamina memungkinkan terjadi di danantara
AbaMalang,bossman mengklaim danantara adalah idenya mungkinkah di korupsi seperti via
SerulingSenj4,hahahaha yg jelas gw lebih percaya ke bca dari pd danantara
2BocilIdiot__,duit rakyat sudah bagus untuk pendidikan aja dirampok atas nama danantara padahal kalau masyarakat berpendidikan lapangan kerja disediakan negara bisa dapet pengembalian dalam bentuk pajak penghasilan
murak_bal,danantara
FajriKoto,nice words pak sby kenyataannya ceo danantara dipilih berdasarkan kawan politik ie ketua tim kampanye nasional prabowogibran economic amp business judgement yang tepat dan pruden kah itu we all know the answer
IDNTimesJogja,pro dan kontra warnai peluncuran danantara ini tanggapan ekonom ugm
kertaspinus,demi memuluskan danantara dianggap yg aman sampai tangkap gitu gaseh
marunafebi,semoga danantara bisa menguatkan ekonomi negara
marunafebi,semoga danantara bisa menguatkan ekonomi negara
m_kiddy1234,sedih apaan lg seneng krn danantara akhirnya launch
CinereUnun41935,program danantara bagus tergantung yg mengelolahnya amanah atau rampok tau sendiri di konoha pejabatnya semua jauh dari jujur rampok
AshiapYuuk,lebih prioritas mana sama danantara
rizieqdivist,tenang nanti disuntik modal dan dibiayai utk tantiem direksinya via danantara
LeojieP62139,danantara ini menurut prof ferry
SitiRom05533469,bukan terus terjadi tapi itu semua akumulasi selama 10 tahun hidup jokowi termasuk kasus food estate yg harus ditelusuri dananya tapi kayanya bakal tenggelam dgn danantara
ululceriya,curiga diskursus ini nggak organik tibatiba masalah danantara dan korupsi di pertamina jadi mlempem krn diskursus ttg redacted
Aingkur,sedih sedih ga ada kalimat lengkap yg lain keluar kek kata2 yg terukur masuk akal dan problem solving nya bagaimana jadi jelas mulut dan kata2 itu penting agar pesan nya sampai ke rakyat bkn urusan yg ke rakyat dulu malah sibuk retret danantara lahtai kucing
mbolangmaneng,gelombang phk 2025 di indonesia akan rugikan pemerintah sendiri kalau tetep bagi bagi pos seperti di danantara pasti akan hancur kerugian gelombang phk 2025 yang pemerintah gak sadari sebuah utas
amtvNU,lha pejabat danantara aja mantan koruptor kok sangat mendukung korupsi
ciqalbakal,wah iya kah aku lama ga update appnya udh mau aku tutup rekeningnya gamau kena danantara
amtvNU,amanmantan koruptor aja bisa jadi pejabat di danantara baik
ZRsaja,gua jg curiga danantara itu dibuat untuk pilpres 2029 mudah2an rakyat di negeri sadar bhw bansos menjelang pilpres itu adalah bencana
BloombergTZ,ri darurat revitalisasi kilang modalnya tak cukup dari danantara
cnbcindonesia,ini 24 prinsip santiago yang jadi acuan swf dunia seperti danantara
arifinsam,geram tapi ngangkat terpidana koruptor jadi pengurus danantara
und_cuckoosnest,lah gimana enggak yg ngawasin aja ormas agama kan kocak pejabatnya punya rekam jejak korup atau nepotis semua jangan nilai danantara dengan janji atau preteks apa ga cape kasi benefit of doubt ke pejabat korup nilai aja dari gimana sejauh ini konsepnya dieksekusi
Denimunarman,danantara mampu berikan kesejahteraan bagi masyarakat
DreamerRenjun,bentar gue ajuin ke presiden program ini lebih bermanfaat daripada danantara
und_cuckoosnest,intinya sih danantara dengan kondisi makro yg sekarang kontraproduktif dan menurut gue justru karena bener2 kontraproduktif dari aspek kerasionalan ekonomi bahkan untuk itungitungan awam sekalipun maka udah pasti ini dibentuk tujuannya untuk ngebancak aja
Jediimar,danantara udah bankemas beres saya mo bobo ciang amp maen ama bobi daag
RooneySianny,berusaha menipu rakyat lagi para pengkhianat negara amp maling 1 batalkan danantara 2 batalkan austerity berkedok efisiensi 3 prabowogibran amp kabinet nazinya turun secepatnya
namgilwaifu,minta danantarari
aparatur_spill,dahsyat argumen lengkap soal bagaimana danantara bahkan tanpa korupsi sekali pun memiliki resiko yang besar bagi perekonomian indonesia
dimas_satura,sebelumnya menteri energi dan sumber daya mineral esdm bahlil lahadalia menyampaikan ada 21 proyek hilirisasi yang akan dipercepat proyek hilirisasi itu akan dibiayai oleh badan pengelola investasi daya anagata nusantara bpi danantara
parungkil,iya sih bukan perusahaan negara dan bukan pulak perusahaan swasta tapi dari namanya bpi danantarabadan pengelola investasi apakah barang ini jadi kementerianbadan seperti kementarianbadan perencanaan pembangunan nasional bappenas
Mzyand_,kena kuliah prof ferry langsung paham gue soal danantara dan risknya
2BocilIdiot__,ooooo omon omon melulu php rakyat melulu gayanya persis jokowi yang merampok dana pendidikan dialihkan ke danantara dia sendiri dan gerombolan mantan presiden maruk kok bisa2nya bikin alibi begini
JatijayaPerkasa,apkh pemerintah sdh hilang akal sehat atau hati nurani koruptor disuruh mengelola dana pemerintah di danantara
M_IKBAR_fauzi,ambisius dengan ide danantara masalah kecil seperti hutang waskita saja tidak beres dengan anggaran investasi ribuan triliun danantara harusnya itu jadi masalah sepele
letihgundah,sibuk up kasus korup buat nutupin danantara bu
stevenhoe1987,yang paling penting itu danantara yang laen jogetin aja
PathoPleasure,belum lah masih sibuk ngurusin scheming danantara paling
MediaPerkebunan,indonesia diminta bijak melangkah di antara brics danantara dan proyek ebt
opinimanweb,utang triliunan sritex danantara yg bayar kongkalikong model apalagi nih dana hak publik masuk sektor privat tanpa kajian bisnis yg jelas
BloombergTZ,di depan investor asing pandu sjahrir bukabukaan soal danantara
espressomoc,jadi danantara adalah apbn kedua
SitiSumiran,sebenarnya efisiensi anggaran bertujuan untuk membantu program prioritas pemerintah yakni makan bergizi gratis dan sisanya investasi danantara apa enggak shick shack shock kalian
hirauanz,wts wtb jual beli aplikasi premium bergaransi canva hbomax amazon prime loklok viu viu wetv bstation youku catchplay iqiyi viki lightroom crunchyroll apple music vision vidio capcut vsco youtube minta bekasi danantara guru eminem sahur
ownedbyserina,lgipula knapa fokus lu hny pdip yg masalah skrg aja bukan si pdip mau lu carok si banteng jg ga selesai itu mbg danantara dll
